student_id,family_code,student_name,session,class_id,section_id,gr_no,gender,religion,dob,date_of_admission,status,whatsapp_number,father_cell_no,mother_cell_no,home_cell_no,place_of_birth,state,city,email,father_name,mother_name,home_address,created_at,student_image,admission_fee,monthly_fee,cnic
526,FC6121,Megan Wallace,1,6,7,GR1526,Male,Sikhism,3/30/2011,10/2/2022,Inactive,001-621-888-9122x12619,(622)681-4633x535,001-806-952-4247x399,9046950878,Guzmanmouth,Vermont,East Amber,nadkins@example.net,Bryan Cooper,Sarah Hughes,"424 Ivan Greens Apt. 057, New Brianhaven, GA 35102",4/11/2025 6:32,default_student_6.jpg,3571,949,54586-6605347-6
527,FC7053,Michele Bennett,1,10,4,GR1527,Female,Hinduism,8/19/2011,8/25/2020,Inactive,(480)788-0007x8657,+1-895-885-8378x2318,340-988-1219x07151,(401)798-5677x49916,Lake Michaelmouth,Connecticut,South Michelleland,blakesuarez@example.com,Hunter Newman,Sarah Prince,"4184 Joshua Knoll, West Jaimeport, MH 84099",4/11/2025 6:32,default_student_7.jpg,3609,1076,29905-7922423-7
528,FC4616,Scott Mahoney,1,9,7,GR1528,Male,Hinduism,12/16/2011,2/17/2023,Active,(380)360-8710,820-779-2099x5323,399.585.7896,(669)661-8522,New Hannahport,Delaware,Roberthaven,kevinbryant@example.com,Brian Wells,Kelsey Nelson,"5651 Phillip Garden Suite 633, Toddside, TX 39041",4/11/2025 6:32,default_student_8.jpg,4877,1065,16193-1157761-4
529,FC6927,Joseph Campos,1,16,7,GR1529,Male,Hinduism,11/14/2010,2/25/2022,Active,818.546.2137x540,+1-620-898-3480x936,001-948-800-5682x512,(515)595-6668,West Jenniferside,North Dakota,West Sarahfort,mbennett@example.org,Dennis Carlson,Martha Perez,"6958 Bender Pines, Brentbury, MT 00925",4/11/2025 6:32,default_student_9.jpg,4853,1497,38358-4823638-6
530,FC2501,Taylor Roberts,1,12,7,GR1530,Female,Sikhism,4/24/2007,12/3/2024,Inactive,-11002,(678)651-2558,977.799.0598x533,395.731.0626x039,South Tiffanyborough,Idaho,New Jenniferberg,baileyricardo@example.com,Billy Wang,Chelsea Sellers,"16071 Michael Stream Suite 263, Adamston, OH 76340",4/11/2025 6:32,default_student_0.jpg,4852,1687,81201-4111413-2
531,FC2923,Daniel Morrow,1,9,4,GR1531,Female,Christianity,6/29/2016,7/1/2020,Inactive,001-922-972-1980,(261)455-0808x252,001-900-338-9933,(884)672-1702,New Julie,Nevada,Maxwellfurt,chawkins@example.net,Ian Turner,Kylie Stone,"59326 Alexander Skyway Suite 309, Monicaburgh, ND 37076",4/11/2025 6:32,default_student_1.jpg,2698,1003,59007-5590633-5
532,FC6395,Michael Navarro,1,8,4,GR1532,Female,Sikhism,1/17/2019,10/30/2024,Inactive,924-971-1115x164,+1-623-445-4069x216,503.879.2144x3735,972-666-5031,South Nicholasside,Arkansas,Obrienberg,anncarlson@example.net,Joe Harrison,Angela Rogers,"64237 Jimenez Stream Suite 793, Millerstad, GA 63343",4/11/2025 6:32,default_student_2.jpg,2387,1452,22495-2163070-9
533,FC4988,Mrs. Melissa Hickman DDS,1,8,6,GR1533,Female,Islam,4/18/2007,12/8/2021,Active,+1-709-319-6547x367,001-567-318-0953x28828,977.433.4290x34985,+1-823-388-4141x854,Port Paige,Georgia,South Lisa,akennedy@example.net,Jonathan Wilcox,Rachel Jackson,"7871 Henry Shoals, New Desireeberg, UT 67652",4/11/2025 6:32,default_student_3.jpg,4234,515,58228-8454072-5
534,FC6096,Charles Cooper,1,15,4,GR1534,Female,Christianity,12/14/2010,2/26/2021,Active,206.697.3223x3836,358.420.2762x8032,6113802737,(770)747-7574x031,South Kristinport,North Dakota,Hicksburgh,ctorres@example.org,Benjamin Chapman,Angie Spears,"7004 Jimenez Plains, East Jessicaview, AL 11483",4/11/2025 6:32,default_student_4.jpg,2803,1408,25771-8338504-8
535,FC2348,Caitlin Duran,1,15,7,GR1535,Male,Hinduism,5/16/2010,4/12/2024,Active,001-566-565-9247x2613,294.919.6159,543-576-7275x9265,665.983.3905,Emilyland,Michigan,Elizabethberg,tannerphillips@example.com,Mr. Jason Chaney II,Lisa Thomas,"6576 Jessica Stravenue Suite 727, Carlosland, WI 44551",4/11/2025 6:32,default_student_5.jpg,3423,1479,68508-2444822-6
536,FC7785,Joshua Hurley,1,12,7,GR1536,Female,Hinduism,4/4/2020,1/2/2024,Active,(470)219-6757,(872)804-7249,638-636-4232,(660)780-4362x1672,Patriciachester,New Mexico,Lake Christianshire,danielcohen@example.com,Brett Jones,Sheila Griffin,"801 Peterson Path Suite 812, Lake Branditown, CO 82901",4/11/2025 6:32,default_student_6.jpg,1470,717,19953-5131829-7
537,FC8229,Joseph Strickland,1,15,4,GR1537,Male,Christianity,7/15/2019,7/2/2022,Inactive,001-339-966-1805x588,328-223-9058x64698,471.903.8457x883,(789)639-3817x22374,Lake Juliehaven,Wyoming,Martinville,morrischristopher@example.org,Matthew Lawson,Hannah Curry,"3358 Tiffany Court, Amyville, SD 02417",4/11/2025 6:32,default_student_7.jpg,4455,1649,99526-6552635-3
538,FC6497,Alexander Johnston,1,12,7,GR1538,Male,Islam,9/13/2007,3/1/2022,Inactive,763.954.2235x710,(506)976-6170x7251,414.394.4610x9317,859-909-7319x548,Shannonmouth,Massachusetts,New Morganborough,wendy09@example.net,Mario Anderson,Emily Porter,"PSC 8809, Box 5312, APO AA 31057",4/11/2025 6:32,default_student_8.jpg,1652,1433,22699-3555226-6
539,FC1612,Jordan Harvey,1,9,6,GR1539,Male,Christianity,11/1/2008,1/23/2022,Inactive,995-643-1822x7909,001-231-904-9017x5233,6492226424,(917)443-0000,South Andrealand,Vermont,Sheenastad,michaelarmstrong@example.net,Vincent Jones,Ann Burgess,"651 Werner Bridge Apt. 223, Travisbury, CO 28822",4/11/2025 6:32,default_student_9.jpg,2934,1959,83003-1333814-5
540,FC7553,Donald Ramirez,1,10,7,GR1540,Female,Hinduism,11/23/2010,4/29/2020,Active,+1-511-741-6206x287,3853836401,409-512-5623x432,482-830-2550x84549,Stephanieburgh,California,Wolfborough,lrice@example.com,Andre Barber,Samantha Brewer,"93214 Ellis Lights, Travisshire, UT 05148",4/11/2025 6:32,default_student_0.jpg,2839,1927,39543-5854675-8
541,FC1339,Andrew Glenn,1,6,4,GR1541,Female,Sikhism,3/5/2019,5/6/2021,Active,+1-726-265-0582x14780,5526725610,(391)785-7819x022,(966)789-7068,Port Michelleberg,West Virginia,Thomasfurt,gbrown@example.org,Marcus Fuller,Carolyn Baker,"7325 Baker Stream Suite 596, Swansonfurt, OK 14535",4/11/2025 6:32,default_student_1.jpg,2222,580,23495-2645785-5
542,FC8677,Janice Norton,1,11,6,GR1542,Female,Hinduism,3/4/2007,3/2/2022,Inactive,556.217.6985x7234,+1-958-241-4650x6621,001-726-467-2945x151,3338517356,South Brandontown,Massachusetts,Port Louis,kristirobertson@example.com,Matthew Wallace,Barbara Howard,"Unit 3432 Box 6071, DPO AA 58122",4/11/2025 6:32,default_student_2.jpg,2727,1684,77740-6227989-8
543,FC8158,Norman Bass,1,15,7,GR1543,Female,Christianity,7/12/2017,2/1/2021,Active,930-560-8673,001-405-721-7057x07581,(301)968-1260,304-272-0076x94305,Lake Whitney,Hawaii,Atkinsonland,kayla94@example.net,Daniel Daugherty,Heather Frederick,"140 Lisa Park Apt. 653, Zacharymouth, MH 72879",4/11/2025 6:32,default_student_3.jpg,3307,872,26934-5214642-5
544,FC5538,Donald Lopez,1,6,4,GR1544,Male,Islam,4/23/2013,1/9/2024,Inactive,427-226-7755x91424,253-427-5012x69302,448-288-5697,914-277-1402x5467,West Carolfort,Texas,Longtown,amandalogan@example.org,Luis Cabrera,Jaime Nelson,"0547 Barrett Village Apt. 445, Port Lindseyborough, MN 07650",4/11/2025 6:32,default_student_4.jpg,3170,592,44926-9156959-7
545,FC2968,Diana Brown,1,15,5,GR1545,Male,Hinduism,2/26/2007,8/15/2020,Active,001-850-210-5745x512,(217)394-7769x480,(947)691-0100x94221,828.578.1155x1973,Micheleshire,Tennessee,Elizabethbury,victorbrown@example.com,Bob Flowers,Mrs. Ashley Williams,"657 Collins Viaduct Apt. 501, East Jessica, FL 44113",4/11/2025 6:32,default_student_5.jpg,4389,576,16868-1019294-4
546,FC2552,Derrick Potter,1,6,6,GR1546,Male,Hinduism,1/20/2014,8/4/2023,Inactive,(696)887-0176,866-500-4083x211,419.523.6009x4887,001-998-694-4275x2453,Johnview,Wisconsin,Lake Allison,leejessica@example.com,Colton Moore,Daisy Mullins,"877 Diane Common Apt. 352, Port Roberttown, ID 34364",4/11/2025 6:32,default_student_6.jpg,1654,992,75861-3786245-8
547,FC7302,John Walsh,1,13,7,GR1547,Female,Christianity,10/30/2017,5/19/2024,Inactive,+1-919-954-3505x9007,001-523-434-5221,727-222-5086x316,799.991.7933,North Yvonne,Washington,Aprilside,jerryrodriguez@example.com,Robert Brown,Sarah Terry,"86864 Michelle Mission, Emilyville, LA 02676",4/11/2025 6:32,default_student_7.jpg,3497,1555,76563-2289798-3
548,FC3773,Joseph Smith,1,14,7,GR1548,Female,Sikhism,1/21/2011,4/3/2022,Inactive,327.839.0474x488,391-326-5980,(460)230-6182,203.685.7815x4664,Port Samanthaburgh,Connecticut,Ewingview,jennifer30@example.com,Dean Murray,April Wright,"72367 Cabrera Fall, Port Raymond, NY 25735",4/11/2025 6:32,default_student_8.jpg,2189,923,63096-7834563-7
549,FC9202,Lindsey Miller,1,6,4,GR1549,Female,Islam,8/29/2011,3/19/2023,Inactive,406-870-6188,687.724.0946x8681,(460)326-7506,001-471-398-5980,Port Ryan,Oregon,West Williamhaven,qmolina@example.net,Cory Robertson,Meghan Richard,"4719 Guerra Track, Lake Laura, WV 29784",4/11/2025 6:32,default_student_9.jpg,2379,1164,73400-5741415-9
550,FC2168,Jason Nichols,1,16,6,GR1550,Male,Hinduism,9/1/2012,3/3/2021,Active,(274)231-0280x0967,934.972.2098,+1-510-603-2168x632,833-558-9442x946,Lake Karenchester,Iowa,Turnerburgh,powellolivia@example.net,Michael Sanchez,Victoria Zamora,"2946 David Summit Apt. 845, Richardborough, TN 93286",4/11/2025 6:32,default_student_0.jpg,3728,679,22417-4187719-1
551,FC5971,Shane Ferguson,1,6,4,GR1551,Male,Christianity,9/3/2010,7/2/2024,Active,8285907732,476-260-1491,(926)495-1740,001-265-710-4875x57687,Hoodmouth,Virginia,Pooleview,janicewilson@example.org,William Moreno,Angela Mendez,"76270 Davis Skyway, Andrewshaven, WA 37292",4/11/2025 6:32,default_student_1.jpg,1344,1370,27179-6893242-2
552,FC4391,Lisa Simmons,1,17,4,GR1552,Male,Sikhism,12/26/2019,11/30/2021,Active,446.513.7829,328.571.5167x45069,(515)692-1811x905,912.843.0410x3214,Arielchester,Mississippi,East Kevinborough,vaughanshaun@example.org,Benjamin Perez,Connie Castillo,"4479 Allen Plaza, New Benjaminshire, PA 06679",4/11/2025 6:32,default_student_2.jpg,2875,1735,59098-5193966-3
553,FC2854,Ryan White,1,13,4,GR1553,Female,Christianity,2/5/2011,8/11/2023,Inactive,(744)219-7986x3103,001-832-969-1959x734,001-235-666-5197x1450,604-207-2875x473,Proctorstad,California,Cookfort,kayla62@example.com,Timothy Jones,Teresa Velasquez,"11159 Gonzales Parks Suite 262, South Aaronland, FL 18292",4/11/2025 6:32,default_student_3.jpg,4379,1428,87018-3113502-7
554,FC1640,Melvin Wood,1,13,6,GR1554,Male,Christianity,3/21/2009,2/23/2022,Active,649-728-5735x0258,(528)630-0363,509.773.2818,001-486-966-7519x2113,Parkerside,California,South Jamesland,michaelgriffin@example.com,Nicholas Sanchez,Alicia Acevedo,"7315 Emily Common Apt. 345, Katrinastad, ND 94117",4/11/2025 6:32,default_student_4.jpg,3149,716,38897-3761578-7
555,FC7089,Brittney Brennan,1,11,5,GR1555,Male,Christianity,10/22/2007,10/25/2020,Inactive,(419)727-2857x16185,(623)895-2446,730.868.8312x2930,001-779-791-3585x33582,Barryshire,Kentucky,Waltonmouth,vadams@example.net,John Christian,Marie Larson,"USNV Ferguson, FPO AA 31716",4/11/2025 6:32,default_student_5.jpg,3514,1340,49205-6922694-3
556,FC5520,Rebecca Walsh,1,10,5,GR1556,Male,Christianity,11/13/2007,5/27/2023,Inactive,(202)682-8456x95902,(434)740-5349,5846700459,709-530-6215,East Nathanburgh,Arizona,Vargasport,smithlindsey@example.com,Samuel Martinez,Heather Cox,"551 Cynthia Mountains, North Jennifer, AK 17371",4/11/2025 6:32,default_student_6.jpg,3691,1784,27929-7793294-5
557,FC4378,Gloria Sheppard,1,10,6,GR1557,Male,Hinduism,12/26/2008,10/11/2023,Active,7933902647,658-309-4875,761-720-7932,661-977-3389,Virginiahaven,Iowa,Jenkinston,lopezcole@example.com,David Bernard,Mrs. Sarah Barton DVM,"15878 David Fall Apt. 647, Johnport, SD 10013",4/11/2025 6:32,default_student_7.jpg,4377,1497,27687-1760868-3
558,FC4424,Grace Mason,1,11,5,GR1558,Male,Christianity,6/18/2007,10/24/2020,Inactive,001-753-480-0207x752,816-618-1060x7913,2412985566,238.224.2988x6037,Chadshire,Arizona,North Rachel,fpatel@example.net,John Raymond,Jessica Massey,"26709 Berg Roads Suite 077, Victoriabury, VA 75780",4/11/2025 6:32,default_student_8.jpg,3148,1760,28865-1348025-1
559,FC7592,Benjamin Juarez,1,8,7,GR1559,Male,Sikhism,2/8/2011,12/26/2021,Active,551-499-8761,571.487.6188x9351,001-228-694-0273x7863,(307)686-3941,Howardburgh,Vermont,Josephville,amanda40@example.org,David Petersen,Laura Edwards,"1106 Alicia Stream, Sarahmouth, HI 18140",4/11/2025 6:32,default_student_9.jpg,4188,1325,79050-3082133-5
560,FC8589,Ronald Ashley,1,12,4,GR1560,Female,Christianity,11/18/2006,4/28/2021,Active,(626)344-4406x964,338.949.3912,3703664674,268.863.6704x3266,Port Michael,Minnesota,Port Charlottemouth,christine79@example.net,Stephen Fuentes,Jane Johnson,"7939 Michael Place Suite 276, Port Crystal, MA 87655",4/11/2025 6:32,default_student_0.jpg,3837,1760,56232-8655478-6
561,FC1993,Alexis Morton,1,14,4,GR1561,Male,Sikhism,9/20/2006,12/22/2021,Inactive,567.252.5231,9073146784,+1-436-366-6752x783,(414)640-2000,Lake Christopherborough,North Carolina,Rhondaborough,cschaefer@example.net,Blake English,Elizabeth Lucas,"USS Pugh, FPO AA 68073",4/11/2025 6:32,default_student_1.jpg,1849,736,54228-4932173-6
562,FC8833,Meghan Davis,1,8,7,GR1562,Male,Sikhism,8/21/2018,1/8/2023,Inactive,+1-901-255-0235x393,4953384188,786.749.2805x767,+1-957-841-4509x826,Lopezmouth,Hawaii,Lake Joshuamouth,brandon08@example.com,Thomas Mcpherson,Brenda Romero,"26822 Perkins Causeway, Lake Michaelfurt, NY 45679",4/11/2025 6:32,default_student_2.jpg,4418,535,67459-4308529-1
563,FC4228,Tanya Howell,1,14,5,GR1563,Male,Sikhism,12/16/2013,8/22/2021,Inactive,8563495317,(935)383-2453x6412,481-817-2734x796,001-318-406-3969x687,Laurenchester,Virginia,South Patrick,hernandezkurt@example.net,Michael Browning,April Nelson,"3792 Tamara Landing, West Timothyburgh, GA 21410",4/11/2025 6:32,default_student_3.jpg,2600,855,13743-2039842-2
564,FC2618,Derrick Kline,1,6,5,GR1564,Female,Hinduism,4/12/2008,11/23/2022,Inactive,(629)987-8659,925.919.1894x2490,+1-272-528-4126x163,-1736,Danielbury,Oklahoma,Allisonberg,autumngeorge@example.com,Levi Mitchell Jr.,Jessica Simmons,"1155 Contreras Isle Apt. 682, Lake Kevinfort, MH 28532",4/11/2025 6:32,default_student_4.jpg,1226,1743,92998-9401571-8
565,FC9563,Noah Bruce,1,15,6,GR1565,Female,Islam,1/9/2012,6/18/2021,Inactive,3587698060,614.790.3110x880,268-837-9204x34627,(645)849-5117,Lindaberg,Connecticut,Hermanville,deaton@example.com,Nathaniel Stevenson,Lisa Nguyen,"2166 Perez Stravenue Apt. 057, Blakeside, VA 23093",4/11/2025 6:32,default_student_5.jpg,1245,1851,14415-7765921-6
566,FC1089,Shannon Robles,1,7,5,GR1566,Male,Christianity,1/14/2011,12/19/2020,Inactive,(637)344-9646x57546,681-710-3084x45739,439-883-6755x885,739.843.3902,East Sharon,New York,South Meghan,laura33@example.net,Richard Walker,Caroline Miller,"1329 Robert Spring Suite 752, West Tara, TN 15622",4/11/2025 6:32,default_student_6.jpg,3815,1398,70259-3306482-4
567,FC5428,Dr. Zachary Hancock,1,15,5,GR1567,Male,Islam,11/16/2007,11/11/2024,Inactive,+1-606-845-7050x177,838-703-2837,654-771-7338x475,504-855-0941x3004,West Jacqueline,North Carolina,Port Denisehaven,wendy57@example.org,Timothy Freeman,Natalie Stark,"3146 Brandon Cape Suite 624, Carlaton, CO 72590",4/11/2025 6:32,default_student_7.jpg,2840,1463,55247-1148834-3
568,FC4203,Andrew Burch,1,5,4,GR1568,Female,Christianity,1/16/2011,8/8/2021,Active,(333)372-0541,302.349.1461x88790,-11309,378-843-9596,South Kathrynshire,Pennsylvania,West Danielside,hunterbarbara@example.org,Daniel Kelly,Tiffany Cannon,"PSC 7195, Box 3803, APO AE 15238",4/11/2025 6:32,default_student_8.jpg,2795,1032,56977-2774658-7
569,FC5430,Gregory Rose,1,10,7,GR1569,Female,Hinduism,6/5/2015,9/9/2020,Active,001-354-517-2800x705,623-719-5759,(735)262-2364x79194,297-972-3827,Port Aliciastad,Florida,West Anthony,rachelrussell@example.net,Michael Kirk,Erin Rodriguez,"4350 Wright Ramp, Bentonbury, DC 33374",4/11/2025 6:32,default_student_9.jpg,3155,1122,96779-9207453-4
570,FC1774,Amy Cross,1,10,5,GR1570,Female,Hinduism,10/13/2013,4/2/2025,Inactive,+1-268-617-8805x5184,+1-783-222-1769x3685,927.460.7249,-1474,Whitemouth,South Dakota,Parkside,dixonjames@example.com,Jeffery Miller,Kara Wagner,"767 Jamie Rapid, Port Michael, NE 98218",4/11/2025 6:32,default_student_0.jpg,2007,550,29673-5585039-3
571,FC7649,Michael Harris,1,5,6,GR1571,Male,Hinduism,10/8/2015,4/3/2025,Inactive,(346)236-4639,988-754-0838,(734)643-9112,+1-375-572-8714x982,Christopherville,New Mexico,Hillbury,nancyhernandez@example.org,Michael Allen,Kayla Richardson,"2537 Paul Unions, East Juliahaven, MS 98860",4/11/2025 6:32,default_student_1.jpg,4372,1562,52864-4739992-9
572,FC4892,Tina Watkins,1,13,5,GR1572,Female,Christianity,9/14/2013,6/5/2022,Inactive,302.948.1281,+1-890-699-3907x311,001-800-834-2623x3030,(811)688-2376x6638,Suzanneshire,South Carolina,Johnsonfort,omcdonald@example.com,Kevin Gordon,Kristin Shepard,"032 Thomas Springs, New Adam, AL 62041",4/11/2025 6:32,default_student_2.jpg,2408,1000,61319-6781398-9
573,FC7205,Brent Herrera,1,15,7,GR1573,Female,Hinduism,1/13/2020,10/19/2023,Active,845-829-1472x95167,001-392-847-5358x1602,+1-926-708-0808x293,001-641-224-8141x961,Seanfort,Missouri,Lake Garrettmouth,robinortiz@example.org,Kevin Leon,Karen Rose,"27093 Ray Ridge Apt. 908, Lisatown, TN 87011",4/11/2025 6:32,default_student_3.jpg,3650,1597,23866-5676428-2
574,FC6597,Mary Jones,1,13,7,GR1574,Male,Hinduism,5/3/2013,1/5/2024,Active,640.765.6507,2179093239,(325)772-5886,284.909.7493x170,Port Johnmouth,Louisiana,Port David,rosstimothy@example.org,Keith Alvarez,Tracy Wallace,"80244 Michael Plaza Apt. 406, South Sandra, WA 72409",4/11/2025 6:32,default_student_4.jpg,1668,742,45189-6457757-9
575,FC1260,Jennifer Berger,1,7,6,GR1575,Female,Islam,1/28/2009,11/19/2023,Active,389.787.8915x4582,934-646-2853,8673818304,001-463-853-4501,Tanyaton,Florida,Gloverfurt,phillip16@example.org,Kenneth West,Michele Conley,"693 Downs Mills Suite 532, Paulshire, NE 98857",4/11/2025 6:32,default_student_5.jpg,2586,1860,40259-5437317-1
576,FC1094,Amanda Barrett,1,10,4,GR1576,Male,Sikhism,2/2/2014,7/9/2021,Active,+1-822-305-0141x5095,(850)427-5533x80256,833-641-8385x492,+1-609-871-5249x1077,Nelsonfort,Texas,East Michael,sheppardjeremy@example.com,Hector Williams,Kathryn Davenport,"USCGC King, FPO AA 28149",4/11/2025 6:32,default_student_6.jpg,2886,1906,97931-9126165-5
577,FC3076,Matthew Watkins,1,8,5,GR1577,Female,Islam,11/26/2008,12/29/2022,Active,854.316.2258x09579,001-988-301-9309,001-236-439-3160x7290,560-978-0261x3985,Patriciatown,New Hampshire,Lake Jacobburgh,kmurray@example.org,Duane Butler,Jessica Sullivan,"204 Fry Terrace Apt. 978, South Rick, MO 21370",4/11/2025 6:32,default_student_7.jpg,3772,1136,19416-6667135-3
578,FC8033,Gina Greene,1,8,4,GR1578,Male,Christianity,2/26/2017,5/25/2021,Active,322.688.1500x6192,908-411-5233x40420,(735)733-4527x144,001-472-634-7099x8658,Lake Katiemouth,Alabama,Gordonland,fballard@example.com,Timothy Hudson,Rachel Rodriguez,"33179 Mays Station Apt. 369, Rachelchester, IL 19565",4/11/2025 6:32,default_student_8.jpg,4880,1596,58275-2313598-9
579,FC5090,John Phillips,1,13,5,GR1579,Female,Islam,4/26/2010,11/23/2023,Active,+1-418-710-0192x3808,(968)461-1230x610,+1-304-994-0481x95453,(409)453-9370x924,Port Timside,Vermont,Mccoystad,nathanmoore@example.org,Jeremy Sims,Nicole Terry,"488 Costa Wall, New Justin, VI 84149",4/11/2025 6:32,default_student_9.jpg,4691,1763,72856-4992052-2
580,FC6665,James Bryan,1,15,5,GR1580,Male,Islam,11/5/2019,9/15/2024,Inactive,544.253.8785,-4044,001-270-960-6908x103,+1-943-202-6880x26919,South James,Massachusetts,Michaelbury,jennifer12@example.org,Casey Collier,Felicia Collins,"52179 Saunders Drive Apt. 491, Potterborough, CT 95783",4/11/2025 6:32,default_student_0.jpg,4197,1946,90669-9836192-6
581,FC4711,Jacqueline Morgan,1,14,6,GR1581,Male,Sikhism,9/11/2006,11/24/2024,Active,896-951-5849,536.955.4780,001-725-471-2795x439,+1-576-255-8183x73367,Kellyside,Hawaii,Port Bryanville,lbaker@example.com,Jimmy Sanchez,Christy Navarro,"6158 Parks Dam Suite 474, North David, FM 85600",4/11/2025 6:32,default_student_1.jpg,1852,1521,57506-8917276-7
582,FC5174,Ruth Rosales,1,15,7,GR1582,Female,Islam,6/12/2011,12/15/2020,Active,(989)390-7958x799,(314)787-3176,+1-736-908-8256x781,323.892.9806x8126,Gordonside,Arizona,Port Brianport,wilsonlaura@example.net,Dylan Davis,Shannon French,"9850 Sharon Vista, Port Joseph, MP 22440",4/11/2025 6:32,default_student_2.jpg,3460,1841,14209-6779348-9
583,FC8913,Kara Morris,1,17,4,GR1583,Male,Islam,4/23/2008,2/5/2025,Inactive,640.911.9604,001-541-796-4194,4313364695,(802)436-7840,South Grantbury,Kansas,South Ashley,christophersanchez@example.net,Larry Jackson,Andrea Jenkins,"336 Davis Ville Suite 540, Ericport, AL 27422",4/11/2025 6:32,default_student_3.jpg,2594,1032,55140-9848069-6
584,FC3298,Brittany Gray,1,6,6,GR1584,Male,Hinduism,5/19/2014,2/26/2023,Inactive,-2742,(230)779-5427,(762)456-0576,552-494-2365,Patriciamouth,Oklahoma,South Michelle,wwatson@example.org,Vincent Calhoun,Danielle Woods,"5496 Jon Fall Suite 831, West Reneefort, ND 63696",4/11/2025 6:32,default_student_4.jpg,2635,713,51117-3374599-7
585,FC9281,Abigail Rivera,1,10,5,GR1585,Male,Islam,7/27/2007,8/27/2021,Active,-5651,(257)805-4072x43590,298.911.3104x13471,997-778-5325x272,West Matthewtown,Oregon,Berryshire,raymond27@example.com,James Todd,Morgan Moore,"63482 Perez Turnpike Apt. 599, East Alyssa, CA 43440",4/11/2025 6:32,default_student_5.jpg,2938,689,51204-4714975-5
